"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX6163338","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1425.03","1","50012","45306674","G889P9","WGA","GENOMIC","unspecified"
"SRX6163337","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1430.72","1","50012","45166648","G889P9","WGA","GENOMIC","unspecified"
"SRX6163336","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1434.14","1","50012","45108196","G889P9","WGA","GENOMIC","unspecified"
"SRX6163335","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1439.29","1","50012","43910378","G889P9","WGA","GENOMIC","unspecified"
"SRX6163334","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1484.17","1","50012","45000698","G889P9","WGA","GENOMIC","unspecified"
"SRX6163333","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1523.81","1","50012","44944622","G889P9","WGA","GENOMIC","unspecified"
"SRX6163332","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1469.8","1","50012","45548790","G889P9","WGA","GENOMIC","unspecified"
"SRX6163331","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1510.01","1","50012","44939240","G889P9","WGA","GENOMIC","unspecified"
"SRX6163330","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1480.75","1","50012","45005642","G889P9","WGA","GENOMIC","unspecified"
"SRX6163329","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1426.42","1","50012","46016781","G889P9","WGA","GENOMIC","unspecified"
"SRX6163328","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1450.62","1","50012","45529816","G889P9","WGA","GENOMIC","unspecified"
"SRX6163327","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1445.83","1","50012","46424509","G889P9","WGA","GENOMIC","unspecified"
"SRX6163326","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1396","1","50012","45659001","G889P9","WGA","GENOMIC","unspecified"
"SRX6163325","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1436.6","1","50012","43874781","G889P9","WGA","GENOMIC","unspecified"
"SRX6163324","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1395.74","1","50012","44646040","G889P9","WGA","GENOMIC","unspecified"
"SRX6163323","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1432.22","1","50012","45359165","G889P9","WGA","GENOMIC","unspecified"
"SRX6163322","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1433.23","1","50012","45933324","G889P9","WGA","GENOMIC","unspecified"
"SRX6163321","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1404.8","1","50012","45870496","G889P9","WGA","GENOMIC","unspecified"
"SRX6163320","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1415.25","1","50012","44972943","G889P9","WGA","GENOMIC","unspecified"
"SRX6163319","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1404.65","1","50012","45404037","G889P9","WGA","GENOMIC","unspecified"
"SRX6163318","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1438.4","1","50012","45701829","G889P9","WGA","GENOMIC","unspecified"
"SRX6163317","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1427.28","1","50012","46122012","G889P9","WGA","GENOMIC","unspecified"
"SRX6163316","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1438.2","1","50012","46543599","G889P9","WGA","GENOMIC","unspecified"
"SRX6163315","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1449.16","1","50012","46448518","G889P9","WGA","GENOMIC","unspecified"
"SRX6163314","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1426.63","1","50012","46075058","G889P9","WGA","GENOMIC","unspecified"
"SRX6163313","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1426.97","1","50012","45963122","G889P9","WGA","GENOMIC","unspecified"
"SRX6163312","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1440.87","1","50012","45589778","G889P9","WGA","GENOMIC","unspecified"
"SRX6163311","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1413.62","1","50012","45846397","G889P9","WGA","GENOMIC","unspecified"
"SRX6163310","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1402.9","1","50012","45260395","G889P9","WGA","GENOMIC","unspecified"
"SRX6163309","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1400.88","1","50012","45772435","G889P9","WGA","GENOMIC","unspecified"
"SRX6163308","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1435.63","1","50012","45865419","G889P9","WGA","GENOMIC","unspecified"
"SRX6163307","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1401.17","1","50012","45011314","G889P9","WGA","GENOMIC","unspecified"
"SRX6163306","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1447.89","1","50012","45361031","G889P9","WGA","GENOMIC","unspecified"
"SRX6163305","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1423.3","1","50012","45380932","G889P9","WGA","GENOMIC","unspecified"
"SRX6163304","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1410.96","1","50012","45689609","G889P9","WGA","GENOMIC","unspecified"
"SRX6163303","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1399.66","1","50012","44652782","G889P9","WGA","GENOMIC","unspecified"
"SRX6163302","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1402.13","1","50012","45018214","G889P9","WGA","GENOMIC","unspecified"
"SRX6163301","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1398.15","1","50012","45071194","G889P9","WGA","GENOMIC","unspecified"
"SRX6163300","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1403.9","1","50012","45679265","G889P9","WGA","GENOMIC","unspecified"
"SRX6163299","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1494.41","1","50012","45392744","G889P9","WGA","GENOMIC","unspecified"
"SRX6163298","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1406.98","1","50012","46065690","G889P9","WGA","GENOMIC","unspecified"
"SRX6163297","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1349.57","1","50012","45350200","G889P9","WGA","GENOMIC","unspecified"
"SRX6163296","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1368.41","1","50012","44859243","G889P9","WGA","GENOMIC","unspecified"
"SRX6163295","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1393.66","1","50012","44942138","G889P9","WGA","GENOMIC","unspecified"
"SRX6163294","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1418.38","1","50012","44932160","G889P9","WGA","GENOMIC","unspecified"
"SRX6163293","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1393.72","1","50012","45282717","G889P9","WGA","GENOMIC","unspecified"
"SRX6163292","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1409.43","1","50012","45578407","G889P9","WGA","GENOMIC","unspecified"
"SRX6163291","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1398.92","1","50012","45508902","G889P9","WGA","GENOMIC","unspecified"
"SRX6163290","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1393.17","1","50012","44880862","G889P9","WGA","GENOMIC","unspecified"
"SRX6163289","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1460.4","1","50012","45091089","G889P9","WGA","GENOMIC","unspecified"
"SRX6163288","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1444.25","1","50012","45548288","G889P9","WGA","GENOMIC","unspecified"
"SRX6163287","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1416.95","1","50012","44811796","G889P9","WGA","GENOMIC","unspecified"
"SRX6163286","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1434.62","1","50012","45675770","G889P9","WGA","GENOMIC","unspecified"
"SRX6163285","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1433.85","1","50012","45556958","G889P9","WGA","GENOMIC","unspecified"
"SRX6163284","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1444.57","1","50012","46117547","G889P9","WGA","GENOMIC","unspecified"
"SRX6163283","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1441.64","1","50012","45894309","G889P9","WGA","GENOMIC","unspecified"
"SRX6163282","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1458.27","1","50012","46125917","G889P9","WGA","GENOMIC","unspecified"
"SRX6163281","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1474.77","1","50012","46468996","G889P9","WGA","GENOMIC","unspecified"
"SRX6163280","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1440.47","1","50012","44959722","G889P9","WGA","GENOMIC","unspecified"
"SRX6163279","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1467.24","1","50012","44379817","G889P9","WGA","GENOMIC","unspecified"
"SRX6163278","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1436.75","1","50012","44884960","G889P9","WGA","GENOMIC","unspecified"
"SRX6163277","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1462.58","1","50012","44398729","G889P9","WGA","GENOMIC","unspecified"
"SRX6163276","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1466.59","1","50012","44875648","G889P9","WGA","GENOMIC","unspecified"
"SRX6163275","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889P9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1440.12","1","50012","44881407","G889P9","WGA","GENOMIC","unspecified"
