"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX7584575","RNA-Seq of P. patens: zygote/embryo","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018402","","170.75","1","1616310","258314078","embr1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584574","RNA-Seq of P. patens: egg cell","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018404","","114.91","1","1050397","174108072","eggr3","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584573","RNA-Seq of P. patens: egg cell","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018404","","113.39","1","1094458","170928562","eggr2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584572","RNA-Seq of P. patens: egg cell","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018404","","101.89","1","949394","153882413","eggr1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584571","RNA-Seq of P. patens: fertilised archegonium","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018403","","323.38","1","2626018","507163435","afer3","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584570","RNA-Seq of P. patens: fertilised archegonium","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018403","","155.08","1","1486613","234627071","afer2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584569","RNA-Seq of P. patens: fertilised archegonium","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018403","","168.71","1","1585158","255555418","afer1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584568","RNA-Seq of P. patens: unfertilised archegonium","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018401","","203.46","1","1873281","305659542","aunr3","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584567","RNA-Seq of P. patens: zygote/embryo","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018402","","157.73","1","1540060","238552110","embr3","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584566","RNA-Seq of P. patens: zygote/embryo","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018402","","164.68","1","1548134","249008170","embr2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584565","RNA-Seq of P. patens: unfertilised archegonium","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018401","","214.16","1","1967438","325504185","aunr2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7584564","RNA-Seq of P. patens: unfertilised archegonium","Physcomitrium patens","Illumina HiSeq 2000","Universite de Lyon","SRP243492","RNA-Seq of Physcomitrella embryo and gametes","SRS6018401","","246.23","1","2232476","369558925","aunr1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570363","P. patens Kaskaskia RNA-seq; 7 day old  protonemata","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006081","","10339.32","1","79607440","15729093706","KXV","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570362","P. patens Kaskaskia RNA-seq; 7 day old  protonemata","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006081","","10058.11","1","77610972","15330596788","KXIV","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570361","P. patens Kaskaskia RNA-seq; 7 day old  protonemata","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006081","","9131.82","1","70204459","13869672106","KVIII","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570360","P. patens Kaskaskia RNA-seq; 7 day old  protonemata","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006081","","4482.54","1","35034414","6799689668","KVII","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570359","P. patens Kaskaskia RNA-seq; 7 day old  protonemata","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006081","","7451.63","1","58150477","11284300976","KVI","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570358","P. patens Kaskaskia RNA-seq; 7 day old  protonemata","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006081","","8203.33","1","63471748","12311626344","KV","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570357","P. patens Kaskaskia RNA-seq; 7 day old  protonemata","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006081","","7778.68","1","59843018","11583656120","KIV","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570356","P. patens Kaskaskia RNA-seq; 7 day old  protonemata","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006081","","9019.71","1","69232615","13390993680","KIII","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570355","P. patens Kaskaskia RNA-seq; 7 day old  protonemata","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006081","","8008.3","1","62121621","12015242740","KII","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7570354","P. patens Kaskaskia  RNA-seq; Gametophytes + sporophytes","Physcomitrium patens","Illumina HiSeq 1000","University of Marburg","SRP242164","Physcomitrella patens Kaskaskia RNA-seq samples","SRS6006080","","8787.71","1","69109620","13395559930","KI","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7527356","early sporophytic tissue from Physcomitrella patens Reute","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP240890","P. patens early sporophytic tissue","SRS5966718","","2106.72","1","39203989","5793166151","ES1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7418533","RNA-seq of P. patens sRNAs from wild type grown with 200 mM NaCl","Physcomitrium patens","Illumina HiSeq 1500","LMU Munich","SRP238303","DICER-LIKE1a autoregulation is required for stress adaptation in Physcomitrella patens","SRS5865183","","250.38","1","12432742","621637100","wt_NaCl_sRNA","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7418532","RNA-seq of P. patens sRNAs from MIR1047 knockout mutant grown with 200 mM NaCl","Physcomitrium patens","Illumina HiSeq 1500","LMU Munich","SRP238303","DICER-LIKE1a autoregulation is required for stress adaptation in Physcomitrella patens","SRS5865182","","271.71","1","13752719","687635950","ko_NaCl_sRNA","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7418531","RNA-seq of P. patens sRNAs from wild type grown under control conditions","Physcomitrium patens","Illumina HiSeq 1500","LMU Munich","SRP238303","DICER-LIKE1a autoregulation is required for stress adaptation in Physcomitrella patens","SRS5865181","","266.74","1","13292541","664627050","wt_ctrl_sRNA","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7418530","RNA-seq of P. patens sRNAs from MIR1047 knockout mutant grown under control conditions","Physcomitrium patens","Illumina HiSeq 1500","LMU Munich","SRP238303","DICER-LIKE1a autoregulation is required for stress adaptation in Physcomitrella patens","SRS5865180","","246.72","1","12348586","617429300","ko_ctrl_sRNA","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX7418529","RNA-seq of P. patens mRNAs from wild type grown with 200 mM NaCl","Physcomitrium patens","Illumina HiSeq 2500","LMU Munich","SRP238303","DICER-LIKE1a autoregulation is required for stress adaptation in Physcomitrella patens","SRS5865179","","728.33","1","30080346","1504017300","WT_NaCl_mRNA","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"SRX7418528","RNA-seq of P. patens mRNAs from MIR1047 knockout mutant grown with 200 mM NaCl","Physcomitrium patens","Illumina HiSeq 2500","LMU Munich","SRP238303","DICER-LIKE1a autoregulation is required for stress adaptation in Physcomitrella patens","SRS5865178","","660.17","1","27089046","1354452300","KO_NaCl_mRNA","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"SRX7418527","RNA-seq of P. patens mRNAs from wild type grown under control conditions","Physcomitrium patens","Illumina HiSeq 2500","LMU Munich","SRP238303","DICER-LIKE1a autoregulation is required for stress adaptation in Physcomitrella patens","SRS5865177","","580.59","1","24181562","1209078100","WT_ctrl_mRNA","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"SRX7418526","RNA-seq of P. patens mRNAs from MIR1047 knockout mutant grown under control conditions","Physcomitrium patens","Illumina HiSeq 2500","LMU Munich","SRP238303","DICER-LIKE1a autoregulation is required for stress adaptation in Physcomitrella patens","SRS5865176","","550.71","1","22950413","1147520650","KO_ctrl_mRNA","RNA-Seq","TRANSCRIPTOMIC","Oligo-dT"
"SRX7372033","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Reute","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224271","","1544.64","1","26984118","4032960062","Pp_Re_C2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7372032","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Reute","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224271","","874.31","1","15242074","2271608038","Pp_Re_C1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7372031","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Gransden","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224270","","1768.59","1","30232676","4517292024","Pp_Gd_E2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7372030","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Gransden","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224270","","715.91","1","12378512","1843682269","Pp_Gd_E1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664439","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Gransden","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224270","","237.87","1","4048294","593958678","Pp_Gd_F2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664438","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Reute","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224271","","233.45","1","3973259","583586851","Pp_Re_A2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664437","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Gransden","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224270","","1640.84","1","30676770","4467831203","Pp_Gd_D3","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664436","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Gransden","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224270","","163.42","1","2540031","370296258","Pp_Gd_F1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664435","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Reute","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224271","","1702.46","1","31841367","4659876851","Pp_Re_A3","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664434","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Reute","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224271","","161.74","1","2533405","369203260","Pp_Re_B1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664433","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Reute","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224271","","179.66","1","2803495","409463621","Pp_Re_A1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664432","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Gransden","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224270","","1484","1","27820272","4065414515","Pp_Gd_F3","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664431","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Gransden","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224270","","179.77","1","2795091","406259568","Pp_Gd_D1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664430","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Gransden","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224270","","241.29","1","4092559","598512326","Pp_Gd_D2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664429","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Reute","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224271","","205.96","1","3510285","514750358","Pp_Re_B2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6664428","RNA-seq of 21d SD antheridia bundles of the Physcomitrella patens ecotypes Reute","Physcomitrium patens","Illumina HiSeq 3000","University of Marburg","SRP217645","Physcomitrella patens antheridia bundles RNA-seq","SRS5224271","","1536.67","1","28883688","4218648205","Pp_Re_B3","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7371482","GSM4218393: cmt/dnmt3b_rep3; Physcomitrella patens; RNA-Seq","Physcomitrium patens","NextSeq 500","GEO","SRP237661","Non-CG methylation is more potent than CG methylation in moss genome regulation [Ppatens RNA-Seq]","SRS5829671","","966.29","1","32511238","2730943992","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7371481","GSM4218392: cmt/dnmt3b_rep2; Physcomitrella patens; RNA-Seq","Physcomitrium patens","NextSeq 500","GEO","SRP237661","Non-CG methylation is more potent than CG methylation in moss genome regulation [Ppatens RNA-Seq]","SRS5829670","","897.77","1","30010971","2520921564","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7371480","GSM4218391: cmt/dnmt3b_rep1; Physcomitrella patens; RNA-Seq","Physcomitrium patens","NextSeq 500","GEO","SRP237661","Non-CG methylation is more potent than CG methylation in moss genome regulation [Ppatens RNA-Seq]","SRS5829669","","1095.16","1","36941580","3103092720","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7371479","GSM4218390: met/dnmt3b_rep3; Physcomitrella patens; RNA-Seq","Physcomitrium patens","Illumina HiSeq 2500","GEO","SRP237661","Non-CG methylation is more potent than CG methylation in moss genome regulation [Ppatens RNA-Seq]","SRS5829668","","635.5","1","24414939","1489311279","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7371478","GSM4218389: met/dnmt3b_rep2; Physcomitrella patens; RNA-Seq","Physcomitrium patens","Illumina HiSeq 2500","GEO","SRP237661","Non-CG methylation is more potent than CG methylation in moss genome regulation [Ppatens RNA-Seq]","SRS5829667","","665.9","1","25628517","1563339537","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
